编号,标签,时间,内容
36365884,"小米11,MIUI系统,游戏中心",2022-02-17 10:42:24,"MIUI13-小米11稳定版13.0.6.0-杀后台严重
操作步骤
每次把应用关到后台就自动关闭程序，试了好多办法都没用
预期结果
不关闭后台，或者可以自行选择关闭那些
实际结果
每次一把应用放到后台就自动关闭，尝试过很多设置都没用"
35928151,"小米11,自由小窗,MIUI系统",2022-02-17 10:39:02,"MIUI13 小米11  13.0.5.0稳定版应用无法小窗模式
操作步骤
之前的12系统不管是什么方法都不能开启小窗，现在的13系统也一样，不知道是手机问题还是系统bug，其他的小米手机就可以正常用
预期结果
希望官方能尽快提出解决方案，这一功能也是非常实用的，也是我选择安卓手机的一大原因
实际结果
希望官方能尽快提出解决方案，这一功能也是非常实用的，也是我选择安卓手机的一大原因"
36363904,"小米妙享中心公测,小米10/10Pro,小米11,控制中心",2022-02-17 09:35:34,"MIUI13 22.2月起 妙享中心新控制中心妙播按钮位置大小异常
操作步骤
下划打开越看越感觉不对称不对称不对称然后实在强迫症上PS比对了

预期结果
下划控制中心发现秒播卡片切换按钮对称显示
实际结果
下划控制中心发现秒播卡片切换按钮显示不对称
补充说明
从第一版就有这个问题，现在还没解决"
35651757,"三方应用圈,Redmi Note 9/9 Pro,MIUI系统,小米11 Pro,小米12 Pro,Redmi Note 10/10 Pro,小米11,位置信息,稳定版内测,Redmi K40/Pro,小米12,开发版内测,快应用,Xiaomi Civi,Redmi K40游戏增强版,屏幕显示,开发版公测,小米10S,电话,系统桌面内测,相机,屏幕触控,联系人,网络信号,K30至尊纪念版",2022-02-17 02:20:49,"22.2月起-微信闪退/无响应
操作步骤
点击微信停留在进入微信的星球动画很长时间，刚加载出聊天页面就闪退。
预期结果
希望可以修复很影响正常使用
实际结果
打不开微信一直回到桌面"
35916336,"应用包管理组件,MIUI系统,开发版内测,文件管理,服务与反馈APP,设置,桌面,小米11,开发版公测,小米11 Pro",2022-02-16 22:26:05,"MIUI13-22.2月起-下载管理闪退/屡次停止运行
操作步骤
进入下载管理，应用闪退
预期结果
进入下载管理，应用不闪退
实际结果
进入下载管理，应用闪退"
35916296,"温度控制,MIUI系统,小米11,小米12",2022-02-16 22:04:18,"小米11稳定版13.0.5.0王者荣耀游戏发热掉帧严重
操作步骤
打王者清后台了只有50几帧，而且掉电严重，发烫
预期结果
不会发烫不会掉帧，不要耗电那么严重
实际结果
一直在发烫耗电疯狂掉帧"
36351984,"小米11,系统动画,MIUI系统",2022-02-16 21:36:22,"MIUI13-小米11稳定版13.0.6-后台切换应用卡片卡顿/跳动
操作步骤
1.打开横屏应用
2.切换任务
预期结果
达到正常的任务卡片切换动画
实际结果
任务卡片乱飞，用起来非常难受
补充说明
已经反馈一个月了，能不能重视一下用户的正常反馈而不是天天回复那天喊热热热的"
35915361,"小米11,MIUI系统,屏幕触控",2022-02-16 21:31:06,"MIUI13-小米11稳定版13.0.6-游戏断触
操作步骤
1发现断触
2怀疑问题是传送门
3将喵斯快跑列入传送门黑名单
4发现无效后 关闭传送门
预期结果
列入传送门黑名单后不在断触
实际结果
将应用列入传送门黑名单没有，必须关闭传送门恢复正常"
35915071,"网络信号,小米11,MIUI系统,电话,位置信息",2022-02-16 21:22:24,"MIUI13-小米 11  13.0.5.0稳定版信号不稳定/无信号/无服务
操作步骤
一直开着流量，时不时会，信号完全消失，一格信号都没有，有一次，直接显示没有插卡.重启之后才，正常一点，但是之后还在陆续发生没有信号的情况
预期结果
正常来说，信号一直不错的。流量也是开了5g
实际结果
满格五G突然没了信号."
35914426,"小米11,声音和振动,音频,MIUI系统",2022-02-16 21:17:19,"MIU13-小米11稳定版13.0.6-连接有线耳机游戏声外放
操作步骤
打开王者，外放，点开组队，然后打开听筒和喇叭，然后插入耳机，显示已识别耳机，却无法用耳机播放声音，仍然从扬声器播放声音
预期结果
能够使用耳机时不再外放
实际结果
插上耳机后识别耳机仍然外放声音"
35914956,"开发版内测,三方应用圈,屏幕显示,小米11,MIUI系统,音频,小米妙享中心公测,相机,位置信息,小米MIX 4,电话,Redmi K40/Pro,Xiaomi Civi,小米11 Ultra,服务与反馈APP,小米11 Pro,桌面,应用包管理组件,开发版公测,网络信号,应用商店,系统动画,MIUI小部件,设置,温度控制,小米社区",2022-02-16 21:10:00,"MIUI13 22.2月起 微信视频画面异常拉伸
操作步骤
微信视频，对方画面被拉的很宽很大"
35644467,"开发版内测,游戏加速,MIUI系统,Redmi K40/Pro,Redmi K40游戏增强版,开发版公测,小米11 Pro,小米11,小米12 Pro,Redmi Note 10/10 Pro,Redmi Note 11/Pro,小米MIX 4,小米10/10Pro,手机管家,Redmi K30/Pro,小米11 Ultra,小米10S,K30S至尊纪念版,K30至尊纪念版,稳定版内测,Redmi K50电竞版,Redmi Note 9/9 Pro,小米12X,Redmi K20/Pro,王者荣耀小分队,Redmi K50系列",2022-02-16 20:56:58,游戏加速-下放通知弹幕功能/游戏弹幕功能
35914576,"MIUI系统,小米11,时钟",2022-02-16 20:56:57,"MIUI13-小米11稳定版 13.0.5.0 闹钟铃声无法自定义/更改
操作步骤
这两天用闹钟，忽然发现换不了闹钟铃声，"
35914186,"MIUI系统,温度控制,小米11,三方应用圈",2022-02-16 20:54:58,"MIUI13-小米11稳定版 13.0.5.0 观看短视频场景异常发热
操作步骤
为什么我刚换的米11这么烫，现在刷个抖音都烫 到夏天那还得了，是版本问题还是手机问题，求问"
36344469,"小米11,耗电,MIUI系统,开发版内测,开发版公测,温度控制",2022-02-16 16:53:36,"MIUI13-截止2.20 小米11开发版 日常使用异常耗电
操作步骤
这个版本耗电严重"
36339764,"设置,小米11,MIUI系统",2022-02-16 13:15:54,"MIUI13 小米11 稳定版13.0.5.0 陀螺仪失灵，无法正常使用
操作步骤
小米11陀螺仪失效，屏幕旋转，指南针等功能无法正常使用，重启后正常一段时间久又会是失效，
预期结果
陀螺仪bug尽快修复，屏幕不能旋转的问题恢复正常
实际结果
陀螺仪失效，无法正常使用"
35900441,"相册,开发版内测,MIUI系统,相机,相册首页改版内测,小米11 Ultra,小米妙享中心公测,开发版公测,小米11,小米10S,小米11 Pro,Redmi K40/Pro,Xiaomi Civi",2022-02-16 12:08:52,"MIUI13 22.2月起 相册 证件照功能闪退
操作步骤
打开小米相册，选推荐，选证件照，拍照或者选取照片，在合成界面停留一会然后闪退，此功能无法使用
预期结果
能够出图，有证件照的排班
实际结果
此功能无法使用，无法输出证件照格式"
35589863,"相机,小米11",2022-02-16 11:26:15,"MIUI13 小米11 稳定版13.0.5.0 相机黑屏
操作步骤
打开相机，没有反应，按键失灵
预期结果
正常使用相机，可以正常拍照
实际结果
相机无法使用，打开相机出现黑屏状况，按键没有反应"
35627092,"开发版内测,屏幕显示, 锁屏,系统动画,小米10S,设置,开发版公测,小米11,MIUI系统,小米10/10Pro,网络信号,桌面,万象息屏,屏幕时间管理",2022-02-16 09:42:12,"MIUI13 22.2月起 开发版 部分场景下自动息屏失效
操作步骤
解锁手机，就放那里不动，我设置30秒息屏，但是一直亮屏，自动息屏失效
预期结果
自动息屏正常生效，自动息屏正常生效
实际结果
手机不会自动息屏！手机不会自动息屏"
35623457,"小米11,网络信号,MIUI系统",2022-02-16 06:10:14,"MIUI13 小米 11稳定版 13.0.5.0 开热点断网不稳定
操作步骤
开热点，给电脑连接使用打游戏，一直跳ping。或者直接断网！！！以前不会这样的！！！！
预期结果
开热点给电脑使用，总是断网，不稳定，以前不会这样！！！！希望能给个解决方案！
实际结果
网络断断续续，不稳定！！！！直接用数据线连接电脑usb共享网络就没问题！！！"
34759960,"小米11,控制中心,MIUI系统",2022-02-16 00:02:51,"MIUI13 小米11 稳定版 13.0.5.0 FHD屏幕清晰度下，控制中心图标显示异常/布局混乱
操作步骤
1.将屏幕清晰度切换至FHD
2.下拉状态栏
预期结果
各图标正常排序
各图标正常排序
实际结果
各图标元素显示混乱
各图标元素显示混乱"
35617987,"小米11,MIUI系统,开发版公测",2022-02-15 23:19:00,"MIUI13-小米11公测版 13.0.5.1.5 内存占用大
操作步骤
MIUI 13系统运行占用内存太大了，啥也没8G运存就只剩2G了"
36321659,"应用商店,Redmi K40/Pro,MIUI系统,小米12 Pro,Redmi Note 10/10 Pro,小米10S,开发版公测,小米11 Ultra,位置信息,应用包管理组件,小米11,Redmi K30/Pro,K30S至尊纪念版",2022-02-15 22:14:48,"下载管理点击更新升级后应用商店弹窗显示该应用未适配您的MIUI版本
操作步骤
提醒我更新，然后更新不了😂
来自《下载管理》"
35576373,"自由小窗,游戏加速,小米11,MIUI系统,稳定版内测",2022-02-15 21:56:56,MIUI13_22.2月起稳定版_游戏中浮窗通知无法下拉小窗下拉后成全屏显示
35615772,"小米11,应用商店,MIUI系统",2022-02-15 21:19:02,MIUI13-22.2月应用商店-应用永久忽略更新无效
35884761,"小米11,游戏加速,MIUI系统",2022-02-15 21:12:26,"MIUI13-小米11稳定版13.0.6-游戏侧边栏容易误触  
操作步骤
系统版本13.0.6，在设置中明明设置了侧方栏左侧滑出。但右边却能点出来，而且不需要划，只要轻点就出来，非常影响游戏
预期结果
右边不会点出来侧方栏
实际结果
右边轻点侧方栏就出来了"
35878071,"位置信息,小米11,MIUI系统",2022-02-15 15:51:37,"MIUI13 小米11 稳定版 13.0.5.0 内存占用大
操作步骤
米UI13在清理运存之后，待机状态下仍然运存占比44%，12+256版本的小米11，就相当于将近6个G的运存都被占用了，那是放在6+128的机子上，是不是就直接报废了？
预期结果
待机状态下的运行内存占比至少得降到30%以下吧，越来越臃肿了。
实际结果
米UI13在清理运存之后，待机状态下仍然运存占比44%，12+256版本的小米11，就相当于将近6个G的运存都被占用了，那是放在6+128的机子上，是不是就直接报废了？"
35607397,"设置,网络信号,小米11,开发版公测,MIUI系统",2022-02-15 15:22:00,"MIUI13-连接公共WiFi/认证WiFi/校园网会自动切换流量导致无法打开登录认证界面
操作步骤
公共网络连不上，浏览器继续操作打不开，何解？"
34747950,"小米11,MIUI系统,MIUI+（跨屏协作）,设置,屏幕显示,系统动画",2022-02-15 13:31:49,"MIUI13 小米11 稳定版13.0.5.0 无故重启
操作步骤
11自动重启，看着爱奇艺就自动重启了，一晚上好几次"
36308779,"小米11,MIUI系统",2022-02-15 13:30:02,"MIUI13 小米11 稳定版13.0.6.0 无故重启，无法正常开机
操作步骤
小米11自己自动关机无限重启按什么都不好使
预期结果
小米11自己自动关机无限重启按什么都不好使
实际结果
小米11自己自动关机无限重启按什么都不好使"
36306164,"三方应用圈,开发版内测,开发版公测,小米11",2022-02-15 11:51:52,"22.2月起 NBA应用闪退
操作步骤
打开NBA
弹出来再打开还是一样
预期结果
NBA进入成功......
实际结果
弹出来进不了......"
35868356,"自由小窗,小米11,MIUI系统,稳定版内测",2022-02-15 09:26:18,"MIUI13_22.2月起稳定版_游戏中微信小窗偶尔无法点击输入框
操作步骤
打王者开微信小窗后偶尔无法回复消息，点不进去对话框。
预期结果
微信小窗能够正常回复消息
实际结果
微信小窗无法正常回复消息"
35558728,"小米11,MIUI系统",2022-02-15 08:38:55,"MIUI13-小米11稳定版13.0.6.0电量显示异常，自动关机后再开机电量显示1%
操作步骤
跳电  重启后会变成1％的电量  充电时有声音但是电量不变化 不充电使用时 100％的电量无变化  会突然关机 
预期结果
图片发送成功1111
实际结果
图片发送失败 11111   "
34738040,"开发版内测,小米11,网络信号,MIUI系统",2022-02-15 00:55:23,"MIUI13-截止2.20 小米11开发版 游戏场景断流延迟
操作步骤
打王者断流啊！！这个版本不行了！"
35591982,"指南针,小米11",2022-02-14 23:26:37,"MIUI13指南针不准
操作步骤
打开指南针
校准
水平放置转圈，手机竖直放置也会转圈
预期结果
正常使用指南针，方向正常
实际结果
指南针一直转圈圈，找不准方向"
35551928,"小米11,超级省电,MIUI系统,耗电",2022-02-14 22:38:17,"MIUI13-小米11稳定版13.0.5-无法开启超级省电
操作步骤
进入超级省电模式不成功
预期结果
进入超级省电模式不成功
实际结果
进入超级省电模式不成功"
35857621,"有线充电,小米11,MIUI系统",2022-02-14 21:47:34,"MIUI13 小米11 稳定版13.0.5.0 有线充电慢
操作步骤
更新到最新系统后几天充电速度突然变慢，社区里好多用户都是
预期结果
把充电速度的漏洞补回来
实际结果
把充电速度的漏洞补回来"
35856326,"小米11,电话,MIUI系统",2022-02-14 21:07:38,"MIUI13-小米11稳定版 13.0.5.0 电话无法接听
操作步骤
外部电话和短信打进手机
预期结果
正常收发电话短信 正常使用手机基本功能
实际结果
拨打电话显示关机 短信接不到 关闭wifi连接移动数据后正常
补充说明
怎么地小米11已经问题出到电话都接不了了？？？？还不召回？？？还是间歇性的你知道你这个抽风式关机让我错过了多少个电话和短信吗？手机不能接电话了？"
34732540,"小米11,MIUI系统,开发版内测,无线充电,有线充电",2022-02-14 21:03:10,"MIUI13-截止2.20 小米11开发版 55W有线充电慢
操作步骤
你们的快充还有嘛？
最近突然一直没有快充，充电奇慢无比。就查看了一下充电功率。
我用的套装版的原装充电器，以前都有快充的"
35856071,"小米11,MIUI系统,有线充电",2022-02-14 20:56:08,"MIUI13-小米11稳定版 13.0.5.0 55W有线充电过程中自动关机
操作步骤
小米11 充电出现自动关机的情况，且即使早早晨有闹钟也不会自动开机。这是什么原因？有解决方法吗？"
